macd krot3 21,55

2016-06-29, 13.06, 12.27, 0.79, 
2016-06-30, 13.10, 12.31, 0.79, 
2016-07-01, 13.20, 12.38, 0.82, 
2016-07-04, 13.28, 12.44, 0.84, 
2016-07-05, 13.33, 12.49, 0.84, 
2016-07-06, 13.35, 12.52, 0.83, 
2016-07-07, 13.36, 12.55, 0.81, 
2016-07-08, 13.42, 12.60, 0.82, 
2016-07-11, 13.48, 12.65, 0.83, 
2016-07-12, 13.58, 12.72, 0.86, 
2016-07-13, 13.71, 12.80, 0.91, 
2016-07-14, 13.86, 12.89, 0.97, 
2016-07-15, 14.02, 12.98, 1.04, 
2016-07-18, 14.18, 13.08, 1.10, 
2016-07-19, 14.32, 13.17, 1.15, 
2016-07-20, 14.37, 13.23, 1.14, 
2016-07-21, 14.41, 13.28, 1.13, 
2016-07-22, 14.47, 13.34, 1.13, 
2016-07-25, 14.50, 13.39, 1.11, 
2016-07-26, 14.50, 13.43, 1.07, 
2016-07-27, 14.48, 13.45, 1.03, 
2016-07-28, 14.49, 13.49, 1.00, 
2016-07-29, 14.49, 13.52, 0.97, 
2016-08-01, 14.51, 13.56, 0.95, 
2016-08-02, 14.51, 13.59, 0.92, 
2016-08-03, 14.51, 13.62, 0.89, 
2016-08-04, 14.50, 13.64, 0.86, 
2016-08-05, 14.50, 13.66, 0.84, 
2016-08-08, 14.52, 13.69, 0.83, 
2016-08-09, 14.55, 13.73, 0.82, 
2016-08-10, 14.60, 13.78, 0.82, 
2016-08-11, 14.66, 13.83, 0.83, 
2016-08-12, 14.67, 13.86, 0.81, 
2016-08-15, 14.68, 13.89, 0.79, 
2016-08-16, 14.66, 13.90, 0.76, 
2016-08-17, 14.65, 13.92, 0.73, 
2016-08-18, 14.62, 13.93, 0.69, 
2016-08-19, 14.59, 13.94, 0.65, 
2016-08-22, 14.55, 13.94, 0.61, 
2016-08-23, 14.51, 13.94, 0.57, 
2016-08-24, 14.47, 13.94, 0.53, 
2016-08-25, 14.42, 13.94, 0.48, 
2016-08-26, 14.39, 13.94, 0.45, 
2016-08-29, 14.39, 13.95, 0.44, 
2016-08-30, 14.35, 13.95, 0.40, 
2016-08-31, 14.30, 13.95, 0.35, 
2016-09-01, 14.28, 13.95, 0.33, 
2016-09-02, 14.25, 13.95, 0.30, 
2016-09-05, 14.23, 13.95, 0.28, 
2016-09-06, 14.25, 13.97, 0.28, 
2016-09-08, 14.34, 14.01, 0.33, 
2016-09-09, 14.40, 14.04, 0.36, 
2016-09-12, 14.47, 14.08, 0.39, 
2016-09-13, 14.50, 14.10, 0.40, 
2016-09-14, 14.51, 14.11, 0.40, 
2016-09-15, 14.55, 14.14, 0.41, 
2016-09-16, 14.60, 14.17, 0.43, 
2016-09-19, 14.64, 14.20, 0.44, 
2016-09-20, 14.68, 14.23, 0.45, 
2016-09-21, 14.73, 14.26, 0.47, 
2016-09-22, 14.81, 14.30, 0.51, 
2016-09-23, 14.81, 14.31, 0.50, 
2016-09-26, 14.83, 14.33, 0.50, 
2016-09-27, 14.87, 14.36, 0.51, 
2016-09-28, 14.92, 14.39, 0.53, 
2016-09-29, 14.93, 14.41, 0.52, 
2016-09-30, 14.92, 14.42, 0.50, 
2016-10-03, 14.94, 14.44, 0.50, 
2016-10-04, 14.97, 14.46, 0.51, 
2016-10-05, 15.03, 14.50, 0.53, 
2016-10-06, 15.10, 14.54, 0.56, 
2016-10-07, 15.15, 14.58, 0.57, 
2016-10-10, 15.22, 14.63, 0.59, 
2016-10-11, 15.28, 14.67, 0.61, 
2016-10-13, 15.30, 14.70, 0.60, 
2016-10-14, 15.34, 14.73, 0.61, 
2016-10-17, 15.39, 14.77, 0.62, 
2016-10-18, 15.49, 14.83, 0.66, 
