PETR4  ME 10

2017-01-24,  15.78
2017-01-26,  15.78
2017-01-27,  15.76
2017-01-30,  15.60
2017-01-31,  15.50
2017-02-01,  15.42
2017-02-02,  15.33
2017-02-03,  15.33
2017-02-06,  15.27
2017-02-07,  15.17
2017-02-08,  15.16
2017-02-09,  15.14
2017-02-10,  15.22
2017-02-13,  15.29
2017-02-14,  15.38
2017-02-15,  15.46
2017-02-16,  15.53
2017-02-17,  15.54
2017-02-20,  15.60
2017-02-21,  15.68
2017-02-22,  15.68
2017-02-23,  15.66
2017-02-24,  15.58
2017-03-01,  15.57
2017-03-02,  15.49
2017-03-03,  15.46
2017-03-06,  15.40
2017-03-07,  15.36
2017-03-08,  15.22
2017-03-09,  15.09
2017-03-10,  14.95
2017-03-13,  14.85
2017-03-14,  14.63
2017-03-15,  14.56
2017-03-16,  14.41
2017-03-17,  14.19
2017-03-20,  14.09
2017-03-21,  13.90
2017-03-22,  13.86
2017-03-23,  13.81
2017-03-24,  13.75
2017-03-27,  13.75
2017-03-28,  13.78
2017-03-29,  13.90
2017-03-30,  14.00
2017-03-31,  14.08
2017-04-03,  14.18
2017-04-04,  14.30
2017-04-05,  14.34
2017-04-06,  14.37
2017-04-07,  14.43
2017-04-10,  14.52
2017-04-11,  14.54
2017-04-12,  14.56
2017-04-13,  14.48
2017-04-17,  14.45
2017-04-18,  14.39
2017-04-19,  14.25
2017-04-20,  14.19
2017-04-24,  14.17
2017-04-25,  14.20
2017-04-26,  14.17
2017-04-27,  14.09
2017-04-28,  14.07
2017-05-02,  14.06
2017-05-03,  14.07
2017-05-04,  13.99
2017-05-05,  14.03
2017-05-08,  14.03
2017-05-09,  14.05
2017-05-10,  14.17
2017-05-11,  14.28
2017-05-12,  14.49
2017-05-15,  14.70
2017-05-16,  14.88
2017-05-17,  15.01
2017-05-18,  14.68
2017-05-19,  14.49
2017-05-22,  14.30
2017-05-23,  14.16
2017-05-24,  14.12
2017-05-25,  14.06
2017-05-26,  14.00
2017-05-29,  13.93
2017-05-30,  13.83
2017-05-31,  13.68
2017-06-01,  13.53
2017-06-02,  13.45
2017-06-05,  13.41
2017-06-06,  13.37
2017-06-07,  13.28
2017-06-08,  13.20
2017-06-09,  13.14
2017-06-12,  13.10
2017-06-13,  13.08
2017-06-14,  13.00
2017-06-16,  12.87
2017-06-19,  12.77
2017-06-20,  12.61
2017-06-21,  12.44
2017-06-22,  12.37
2017-06-23,  12.29
2017-06-26,  12.29
2017-06-27,  12.28
2017-06-28,  12.25
2017-06-29,  12.24
2017-06-30,  12.26
2017-07-03,  12.27
2017-07-04,  12.29
2017-07-05,  12.28
2017-07-06,  12.26
2017-07-07,  12.20
2017-07-10,  12.16
2017-07-11,  12.19
2017-07-12,  12.32
2017-07-13,  12.42
2017-07-14,  12.53
2017-07-17,  12.59
2017-07-18,  12.65
2017-07-19,  12.75
2017-07-20,  12.81
2017-07-21,  12.79
2017-07-24,  12.80
2017-07-25,  12.87
2017-07-26,  12.89
2017-07-27,  12.91
2017-07-28,  12.95
2017-07-31,  13.01
2017-08-01,  13.03
2017-08-02,  13.11
2017-08-03,  13.14
2017-08-04,  13.18
2017-08-07,  13.24
2017-08-08,  13.28
2017-08-09,  13.32
2017-08-10,  13.30
2017-08-11,  13.24
2017-08-14,  13.22
2017-08-15,  13.21
2017-08-16,  13.20
2017-08-17,  13.18
2017-08-18,  13.25
2017-08-21,  13.26
2017-08-22,  13.35
2017-08-23,  13.42
2017-08-24,  13.48
2017-08-25,  13.55
2017-08-28,  13.60
2017-08-29,  13.64
2017-08-30,  13.61
2017-08-31,  13.61
2017-09-01,  13.68
2017-09-04,  13.76
2017-09-05,  13.87
2017-09-06,  14.07
2017-09-08,  14.18
2017-09-11,  14.32
2017-09-12,  14.42
2017-09-13,  14.53
2017-09-14,  14.62
2017-09-15,  14.69
2017-09-18,  14.75
2017-09-19,  14.82
2017-09-20,  15.01
2017-09-21,  15.13
2017-09-22,  15.23
2017-09-25,  15.34
2017-09-26,  15.38
2017-09-27,  15.37
2017-09-28,  15.37
2017-09-29,  15.36
2017-10-02,  15.36
2017-10-03,  15.47
2017-10-04,  15.50
2017-10-05,  15.57
2017-10-06,  15.59
2017-10-09,  15.64
2017-10-10,  15.74
2017-10-11,  15.80
2017-10-13,  15.85
2017-10-16,  15.89
2017-10-17,  15.93
2017-10-18,  15.97
2017-10-19,  16.00
2017-10-20,  16.04
2017-10-23,  16.06
2017-10-24,  16.14
2017-10-25,  16.24
2017-10-26,  16.32
2017-10-27,  16.44
2017-10-30,  16.50
2017-10-31,  16.54
2017-11-01,  16.60
2017-11-03,  16.66
2017-11-06,  16.80
2017-11-07,  16.75
2017-11-08,  16.78
2017-11-09,  16.77
2017-11-10,  16.77
2017-11-13,  16.75
2017-11-14,  16.50
2017-11-16,  16.38
2017-11-17,  16.32
2017-11-21,  16.25
2017-11-22,  16.23
2017-11-23,  16.23
2017-11-24,  16.21
2017-11-27,  16.15
2017-11-28,  16.10
2017-11-29,  15.96
2017-11-30,  15.86
2017-12-01,  15.82
2017-12-04,  15.76
2017-12-05,  15.68
2017-12-06,  15.66
2017-12-07,  15.59
2017-12-08,  15.55
2017-12-11,  15.52
2017-12-12,  15.52
2017-12-13,  15.46
2017-12-14,  15.38
2017-12-15,  15.31
2017-12-18,  15.30
2017-12-19,  15.28
2017-12-20,  15.28
2017-12-21,  15.38
2017-12-22,  15.44
2017-12-26,  15.53
2017-12-27,  15.62
2017-12-28,  15.70
2018-01-02,  15.85
2018-01-03,  16.00
2018-01-04,  16.13
2018-01-05,  16.25
2018-01-08,  16.39
2018-01-09,  16.50
2018-01-10,  16.55
2018-01-11,  16.67
2018-01-12,  16.78
2018-01-15,  16.88
2018-01-16,  17.02
2018-01-17,  17.26
2018-01-18,  17.43
2018-01-19,  17.58
2018-01-22,  17.74
2018-01-23,  17.84
2018-01-24,  18.11
2018-01-26,  18.44
2018-01-29,  18.69
2018-01-30,  18.83
2018-01-31,  18.98
2018-02-01,  19.26
2018-02-02,  19.38
2018-02-05,  19.32
2018-02-06,  19.44
2018-02-07,  19.44
2018-02-08,  19.37
2018-02-09,  19.27
2018-02-14,  19.27
